ID#	completionStatus	timeSpent	startTime	lastModTime	Q7: Age	Q8: What is your gender?	Q9: How much total combined money did all members of your HOUSEHOLD earn last year?	Q10: US Region	Q11: Device Types	Q1: What are your favorite brands? (Please list at least 3.)	Q2 - Being able to shop new arrivals as soon as they arrive in stores	Q2 - Being able to shop sales items as soon as they are discounted	Q2 - Being able to walk away with the purchase right away (for example: no delay associated with online shopping)	Q2 - Fun and inspiration	Q2 - Readily available celebrity-inspired outfits	Q2 - Recommendations from a professional personal stylist	Q2 - Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers	Q2 - Saving the effort of hunting for things you like from many stores in the mall (i.e. \u201cWouldn\u2019t it be great if all the garments that I like are at one central location?")	Q2 - Skipping the crowds at malls or boutiques	Q2 - Trying a garment on in person prior to making a purchase	Q2 - What else is important to you when it comes to shopping?	Q3 - What features of this service are useful to you?	Q3 - What do you NOT like about it? Or, what features are NOT useful or irrelevant to you?	Q3 - What are your questions/concerns regarding this service?	Q3 - How much would you pay for a service like this? (Feel free to enter any amount. Or put "I wouldn't use it.")	Q4 - What features of this service are useful to you?	Q4 - What features are NOT useful or irrelevant to you?	Q4 - What are your questions/concerns regarding this service?	Q4 - How much would you pay for a service like this? (Feel free to enter any amount. Or put "I wouldn't use it.")	Q5 - Which 1 of the two services in the previous two questions would you use? (Please state question 3 or question 4.)	Q5 - How many times a month do you shop ONLINE?	Q5 - How many times a month do you shop IN STORES?	Q6: You purchase clothes/shoes/accessories because... (select all that apply)
62	COMPLETE	397	2015-11-23 13:19:39	2015-11-23 13:26:16	45 - 59	Female	$100,000 to $124,999	Pacific	Windows Desktop / Laptop	Missoni >> Prada >> Calvin Klein	Very important	I would pay to get this	Very important	Pretty important	Does not apply to me.	Not important at all.	Very important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Very important >> Skipping the crowds at malls or boutiques >> Very important >> Trying a garment on in person prior to making a purchase >> Extremely important >> What else is important to you when it comes to shopping? >> Best prices, friendly store staff ready and willing to assist	to walk away with the purchase right away (for example: no delay associated with online shopping) >> Very important >> Fun and inspiration >> Pretty important >> Readily available celebrity-inspired outfits >> Does not apply to me. >> Recommendations from a professional personal stylist >> Not important at all. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Very important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Very important	Very important	Extremely important	Best prices, friendly store staff ready and willing to assist.	None.	I like to shop in person and make my own choices.	N/A	I wouldn't use it.	None.	N/A	N/A	I wouldn't use it.	0	0	4	for fun >> for special occasions (e.g. interviews, friend's wedding, holidays, etc) >> when I feel like I don't have new clothes to wear >> for the new styles that are trending this season
63	INCOMPLETE	94	2015-11-23 13:25:26	2015-11-23 13:27:01	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Eddie Bauer, dress barn	I would pay to get this	Extremely important	Extremely important	I would pay to get this	Extremely important	I would pay to get this	Very important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Very important >> Skipping the crowds at malls or boutiques >> I would pay to get this >> Trying a garment on in person prior to making a purchase >> I would pay to get thi	able to walk away with the purchase right away (for example: no delay associated with online shopping) >> Extremely important >> Fun and inspiration >> I would pay to get this >> Readily available celebrity-inspired outfits >> Extremely important >> Recommendations from a professional personal stylist >> I would pay to get this >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Very important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Very important	I would pay to get this	I would pay to get thi	in stores >> I would pay to get this >> Being able to shop sales items as soon as they are discounted >> Extremely important >> Being able to walk away with the purchase right away (for example: no delay associated with online shopping) >> Extremely important >> Fun and inspiration >> I would pay to get this >> Readily available celebrity-inspired outfits >> Extremely important >> Recommendations from a professional personal stylist >> I would pay to get this >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Very important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Very important >> Skipping the crowds at malls or boutiques >> I would pay to get this >> Trying a garment on in person prior to making a purchase >> I would pay to get this												Respondent skipped this question
64	COMPLETE	135	2015-11-23 13:26:42	2015-11-23 13:28:57	30 - 44	Female	$125,000 to $149,999	South Atlantic	MacOS Desktop / Laptop	N/A	Very important	Pretty important	Very important	Extremely important	Not important at all.	Pretty important	Extremely important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Not important at all. >> Skipping the crowds at malls or boutiques >> Extremely important >> Trying a garment on in person prior to making a purchase >> Very importan	away with the purchase right away (for example: no delay associated with online shopping) >> Very important >> Fun and inspiration >> Extremely important >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> Pretty important >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Extremely important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Not important at all.	Extremely important	Very importan	in stores >> Very important >> Being able to shop sales items as soon as they are discounted >> Pretty important >> Being able to walk away with the purchase right away (for example: no delay associated with online shopping) >> Very important >> Fun and inspiration >> Extremely important >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> Pretty important >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Extremely important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Not important at all. >> Skipping the crowds at malls or boutiques >> Extremely important >> Trying a garment on in person prior to making a purchase >> Very important	Led	cost	benefit	$10.00	nothing.	try-on at the store	prefer on the online shopping	Free	0	100	2	I go shopping regularly >> for the new styles that are trending this season >> when I'm inspired by a friend's or a celebrity's outfit
65	INCOMPLETE	98	2015-11-23 13:29:00	2015-11-23 13:30:38	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Chicos >> Loft >> Nurture	Somewhat important	Pretty important	Pretty important	Pretty important	Not important at all.	Not important at all.	Pretty important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Pretty important >> Skipping the crowds at malls or boutiques >> Pretty important >> Trying a garment on in person prior to making a purchase >> Pretty importan	walk away with the purchase right away (for example: no delay associated with online shopping) >> Pretty important >> Fun and inspiration >> Pretty important >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> Not important at all. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Pretty important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Pretty important	Pretty important	Pretty importan	in stores >> Somewhat important >> Being able to shop sales items as soon as they are discounted >> Pretty important >> Being able to walk away with the purchase right away (for example: no delay associated with online shopping) >> Pretty important >> Fun and inspiration >> Pretty important >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> Not important at all. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Pretty important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Pretty important >> Skipping the crowds at malls or boutiques >> Pretty important >> Trying a garment on in person prior to making a purchase >> Pretty important												Respondent skipped this question
66	COMPLETE	567	2015-11-23 13:22:27	2015-11-23 13:31:55	45 - 59	Male	$125,000 to $149,999	Pacific	Windows Desktop / Laptop	Apt 9, Lee, Levi's.	Not important at all.	Very important	Somewhat important >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> Somewhat important >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Very important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> I would pay to get this, Extremely important >> Skipping the crowds at malls or boutiques >> Extremely important, Very important >> Trying a garment on in person prior to making a purchase >> Very important >> What else is important to you when it comes to shopping? >> Nothing	new arrivals as soon as they arrive in stores >> Not important at all. >> Being able to shop sales items as soon as they are discounted >> Very important >> Being able to walk away with the purchase right away (for example: no delay associated with online shopping) >> Somewhat important	Not important at all.	Somewhat important	Very important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> I would pay to get this, Extremely important >> Skipping the crowds at malls or boutiques >> Extremely important, Very important >> Trying a garment on in person prior to making a purchase >> Very important >> What else is important to you when it comes to shopping? >> Nothing	walk away with the purchase right away (for example: no delay associated with online shopping) >> Somewhat important >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> Somewhat important >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Very important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> I would pay to get this, Extremely important	Extremely important, Very important	Very important	Nothing.	Fast outcome.	Not having total control over the situation.	Cost.	I wouldn't use it.	Fast outcome.	Not having control.	Cost.	I wouldn't use it.	3	0	2	when I feel like I don't have new clothes to wear
67	COMPLETE	524	2015-11-23 13:23:41	2015-11-23 13:32:25	45 - 59	Female	$100,000 to $124,999	East North Central	Windows Desktop / Laptop	Danskin, Nike, JCP	Somewhat important	Somewhat important	Pretty important	Pretty important	Not important at all.	Not important at all.	Very important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Pretty important >> Skipping the crowds at malls or boutiques >> Pretty important >> Trying a garment on in person prior to making a purchase >> Extremely importan	o walk away with the purchase right away (for example: no delay associated with online shopping) >> Pretty important >> Fun and inspiration >> Pretty important >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> Not important at all. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Very important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Pretty important	Pretty important	Extremely importan	in stores >> Somewhat important >> Being able to shop sales items as soon as they are discounted >> Somewhat important >> Being able to walk away with the purchase right away (for example: no delay associated with online shopping) >> Pretty important >> Fun and inspiration >> Pretty important >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> Not important at all. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Very important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Pretty important >> Skipping the crowds at malls or boutiques >> Pretty important >> Trying a garment on in person prior to making a purchase >> Extremely important	Having my styles and sizes ready	Personal stylist	How can you guarantee I will walk away satisfied?	I wouldn't pay for this service	Having new arrivals as soon as they become available	none	How would returns be handled	I wouldn't pay for this service	4	5	5	for fun >> for special occasions (e.g. interviews, friend's wedding, holidays, etc)
68	INCOMPLETE	174	2015-11-23 13:29:33	2015-11-23 13:32:28	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Ann taylor >> The loft >> Calvin Klein	Not important at all.	Extremely important	Very important	Not important at all.	Pretty important	Very important	Extremely important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Very important >> Skipping the crowds at malls or boutiques >> Very important >> Trying a garment on in person prior to making a purchase >> Extremely importan	le to walk away with the purchase right away (for example: no delay associated with online shopping) >> Very important >> Fun and inspiration >> Not important at all. >> Readily available celebrity-inspired outfits >> Pretty important >> Recommendations from a professional personal stylist >> Very important >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Extremely important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Very important	Very important	Extremely importan	in stores >> Not important at all. >> Being able to shop sales items as soon as they are discounted >> Extremely important >> Being able to walk away with the purchase right away (for example: no delay associated with online shopping) >> Very important >> Fun and inspiration >> Not important at all. >> Readily available celebrity-inspired outfits >> Pretty important >> Recommendations from a professional personal stylist >> Very important >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Extremely important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Very important >> Skipping the crowds at malls or boutiques >> Very important >> Trying a garment on in person prior to making a purchase >> Extremely important												Respondent skipped this question
69	COMPLETE	702	2015-11-23 13:21:09	2015-11-23 13:32:52	60+	Female	$125,000 to $149,999	East North Central	iOS Phone / Tablet	Liz Claiborne, Talbots, Old Navy	Not important at all.	Somewhat important	Extremely important	Somewhat important	Not important at all.	Somewhat important	Extremely important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> I would pay to get this >> Skipping the crowds at malls or boutiques >> Somewhat important >> Trying a garment on in person prior to making a purchase >> I would pay to get this >> What else is important to you when it comes to shopping? >> Flexibilit	e to walk away with the purchase right away (for example: no delay associated with online shopping) >> Extremely important >> Fun and inspiration >> Somewhat important >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> Somewhat important >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Extremely important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> I would pay to get this	Somewhat important	I would pay to get this	Flexibility	Availability	Having person pick outfits	Don't know if I'd like this service	I wouldn't use it	Convenience of service	Having things picked out	The cost of this service	I wouldn't use it	0	0	1	for fun >> for special occasions (e.g. interviews, friend's wedding, holidays, etc)
2	COMPLETE	299	2015-11-20 13:36:41	2015-11-20 13:41:41	18 - 29	Male	$100,000 to $124,999	Pacific	Windows Desktop / Laptop	Nike >> Apple >> Lacoste	Very important	Extremely important	Somewhat important	Extremely important	Not important at all.	Somewhat important	Extremely important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Extremely important >> Skipping the crowds at malls or boutiques >> Extremely important >> Trying a garment on in person prior to making a purchase >> Extremely important >> What else is important to you when it comes to shopping? >> nothin	alk away with the purchase right away (for example: no delay associated with online shopping) >> Somewhat important >> Fun and inspiration >> Extremely important >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> Somewhat important >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Extremely important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Extremely important	Extremely important	Extremely important	nothing	No lining up	Might cost too much	Is there 24/7 support	I wouldn't pay to use this	Showing up to a store and already having the clothes ready to try on	Cost	I want 24/7	I would not pay	3	5	1	for fun >> I go shopping regularly >> before going on a date >> for special occasions (e.g. interviews, friend's wedding, holidays, etc) >> when I feel like I don't have new clothes to wear >> for the new styles that are trending this season >> when I'm inspired by a friend's or a celebrity's outfit
6	INCOMPLETE	127	2015-11-20 13:47:04	2015-11-20 13:49:12	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Store brands	Not important at all.	Somewhat important	Not important at all.	Somewhat important	A little important.	Does not apply to me.	Somewhat important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Not important at all. >> Skipping the crowds at malls or boutiques >> Pretty important >> Trying a garment on in person prior to making a purchase >> Very importan	e to walk away with the purchase right away (for example: no delay associated with online shopping) >> Not important at all. >> Fun and inspiration >> Somewhat important >> Readily available celebrity-inspired outfits >> A little important. >> Recommendations from a professional personal stylist >> Does not apply to me. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Somewhat important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Not important at all.	Pretty important	Very importan	in stores >> Not important at all. >> Being able to shop sales items as soon as they are discounted >> Somewhat important >> Being able to walk away with the purchase right away (for example: no delay associated with online shopping) >> Not important at all. >> Fun and inspiration >> Somewhat important >> Readily available celebrity-inspired outfits >> A little important. >> Recommendations from a professional personal stylist >> Does not apply to me. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Somewhat important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Not important at all. >> Skipping the crowds at malls or boutiques >> Pretty important >> Trying a garment on in person prior to making a purchase >> Very important												Respondent skipped this question
11	INCOMPLETE	950	2015-11-20 13:41:51	2015-11-20 13:57:41	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Coldwater Creek, Haband, Kohl's, J C Penney, Old Navy, Victoria's Secret, Target	Somewhat important	Somewhat important	Not important at all.	Somewhat important	Not important at all.	Somewhat important	Somewhat important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Somewhat important >> Skipping the crowds at malls or boutiques >> Extremely important >> Trying a garment on in person prior to making a purchase >> Very important >> What else is important to you when it comes to shopping? >> Knowing that the company has sizes that I can be sure will fit	o walk away with the purchase right away (for example: no delay associated with online shopping) >> Not important at all. >> Fun and inspiration >> Somewhat important >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> Somewhat important >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Somewhat important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Somewhat important	Extremely important	Very important	Knowing that the company has sizes that I can be sure will fit.	Can't think of any.	Do not want someone else choosing my clothes.	Purchaser will not be in sync with me.	Very likely would not use it.	Choosing an item on line and then knowing it will be available to try on.	Possibly the location of the secret store.	The secrecy attached to it.	After I tried it, I could put a price on it as I would know how much time was spent selecting the items for me and how interested she was in personally helping me.				Respondent skipped this question
10	INCOMPLETE	408	2015-11-20 13:49:31	2015-11-20 13:56:20	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	levis  crew mondos	Not important at all.	Very important	Pretty important	Not important at all.	Not important at all.	Not important at all.	Extremely important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Not important at all. >> Skipping the crowds at malls or boutiques >> Not important at all. >> Trying a garment on in person prior to making a purchase >> Not important at all. >> What else is important to you when it comes to shopping? >> nothin	walk away with the purchase right away (for example: no delay associated with online shopping) >> Pretty important >> Fun and inspiration >> Not important at all. >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> Not important at all. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Extremely important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Not important at all.	Not important at all.	Not important at all.	nothing	setup	videos	nothing striaght forward	I wouldn't use it	none	se above	see ABOVE	see above				Respondent skipped this question
13	INCOMPLETE	668	2015-11-20 13:46:44	2015-11-20 13:57:52	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Land's End, ECCO shoes, Noat shoes, New Balance shoes, Jones of New York, Studio Works	Does not apply to me.	Pretty important	Not important at all.	Pretty important	Does not apply to me.	Does not apply to me.	Not important at all. >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Not important at all. >> Skipping the crowds at malls or boutiques >> Not important at all. >> Trying a garment on in person prior to making a purchase >> Extremely important >> What else is important to you when it comes to shopping? >> Looking at all the different styles and colors	to walk away with the purchase right away (for example: no delay associated with online shopping) >> Not important at all. >> Fun and inspiration >> Pretty important >> Readily available celebrity-inspired outfits >> Does not apply to me. >> Recommendations from a professional personal stylist >> Does not apply to me. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Not important at all. >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Not important at all.	Not important at all.	Extremely important	Looking at all the different styles and colors.	Actually none of them because as a retired woman I like to shop and select my own styles.	None in this is relevant to me.	I wouldn't use this.	I would not pay, this is designed for individuals who have little time to shop.	I do not like to purchase clothing on line.	I do not purchase clothing on line.	None	I would not use this service.				Respondent skipped this question
12	COMPLETE	724	2015-11-20 13:45:42	2015-11-20 13:57:46	30 - 44	Female	$125,000 to $149,999	Mountain	Windows Desktop / Laptop	Carhart, Wrangler, JNCO	Not important at all.	Pretty important	Extremely important	Very important	Not important at all.	Not important at all.	Pretty important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Pretty important >> Skipping the crowds at malls or boutiques >> Extremely important >> Trying a garment on in person prior to making a purchase >> Very important >> What else is important to you when it comes to shopping? >> not being harassed by salespeople, privac	to walk away with the purchase right away (for example: no delay associated with online shopping) >> Extremely important >> Fun and inspiration >> Very important >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> Not important at all. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Pretty important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Pretty important	Extremely important	Very important	not being harassed by salespeople, privacy	removes fashion responsibility from me	secret location sounds scary	I might not like anything presented, the clothes might be too expensivve	I wouldn't use it	could not view video	could not view video	could not view video	could not view video	3	1	1	for fun >> I go shopping regularly >> before going on a date >> for special occasions (e.g. interviews, friend's wedding, holidays, etc) >> when I feel like I don't have new clothes to wear >> for the new styles that are trending this season >> when I'm inspired by a friend's or a celebrity's outfit
15	INCOMPLETE	467	2015-11-20 13:54:32	2015-11-20 14:02:19	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	INC, Calvin, Liz Clairborne	Not important at all.	Not important at all.	Not important at all.	Not important at all.	Not important at all.	Not important at all.	Somewhat important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Not important at all. >> Skipping the crowds at malls or boutiques >> Somewhat important >> Trying a garment on in person prior to making a purchase >> Not important at all	able to walk away with the purchase right away (for example: no delay associated with online shopping) >> Not important at all. >> Fun and inspiration >> Not important at all. >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> Not important at all. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Somewhat important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Not important at all.	Somewhat important	Not important at all	in stores >> Not important at all. >> Being able to shop sales items as soon as they are discounted >> Not important at all. >> Being able to walk away with the purchase right away (for example: no delay associated with online shopping) >> Not important at all. >> Fun and inspiration >> Not important at all. >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> Not important at all. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Somewhat important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Not important at all. >> Skipping the crowds at malls or boutiques >> Somewhat important >> Trying a garment on in person prior to making a purchase >> Not important at all.	none	i like to browse and get bargains	i do not like to be pressured to buy	I would not use it	none	i like to browse	pressure to buy	I would not use it				Respondent skipped this question
14	INCOMPLETE	256	2015-11-20 13:54:53	2015-11-20 13:59:09	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Respondent skipped this question	Chico's >> Aerosoles >> White Mountain	Somewhat important	Very important	Not important at all.	Pretty important	A little important.	A little important.	Somewhat important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> A little important. >> Skipping the crowds at malls or boutiques >> Not important at all. >> What else is important to you when it comes to shopping? >> Age appropriate clothes that are still "fun	lk away with the purchase right away (for example: no delay associated with online shopping) >> Not important at all. >> Fun and inspiration >> Pretty important >> Readily available celebrity-inspired outfits >> A little important. >> Recommendations from a professional personal stylist >> A little important. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Somewhat important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> A little important.	Not important at all. >> What else is important to you when it comes to shopping? >> Age appropriate clothes that are still "fun	in stores >> Somewhat important >> Being able to shop sales items as soon as they are discounted >> Very important >> Being able to walk away with the purchase right away (for example: no delay associated with online shopping) >> Not important at all. >> Fun and inspiration >> Pretty important >> Readily available celebrity-inspired outfits >> A little important. >> Recommendations from a professional personal stylist >> A little important. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Somewhat important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> A little important. >> Skipping the crowds at malls or boutiques >> Not important at all.	Age appropriate clothes that are still "fun"												Respondent skipped this question
17	COMPLETE	238	2015-11-20 14:01:05	2015-11-20 14:05:03	45 - 59	Male	$100,000 to $124,999	Pacific	Windows Desktop / Laptop	carhart Justin Danner	Not important at all.	Somewhat important	Somewhat important	Somewhat important	Not important at all.	Not important at all.	Somewhat important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Somewhat important >> Skipping the crowds at malls or boutiques >> Not important at all. >> Trying a garment on in person prior to making a purchase >> Very importan	e to walk away with the purchase right away (for example: no delay associated with online shopping) >> Somewhat important >> Fun and inspiration >> Somewhat important >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> Not important at all. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Somewhat important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Somewhat important	Not important at all.	Very importan	in stores >> Not important at all. >> Being able to shop sales items as soon as they are discounted >> Somewhat important >> Being able to walk away with the purchase right away (for example: no delay associated with online shopping) >> Somewhat important >> Fun and inspiration >> Somewhat important >> Readily available celebrity-inspired outfits >> Not important at all. >> Recommendations from a professional personal stylist >> Not important at all. >> Saving time from: looking for garments in your size, and waiting in line for fitting rooms and cashiers >> Somewhat important >> Saving the effort of hunting for things you like from many stores in the mall (i.e. ?Wouldn?t it be great if all the garments that I like are at one central location?") >> Somewhat important >> Skipping the crowds at malls or boutiques >> Not important at all. >> Trying a garment on in person prior to making a purchase >> Very important	None	not relevent	cost	I wouldnt use	not	one	thing	of value	3	1	1	for fun >> I go shopping regularly >> before going on a date >> for special occasions (e.g. interviews, friend's wedding, holidays, etc) >> when I feel like I don't have new clothes to wear >> for the new styles that are trending this season >> when I'm inspired by a friend's or a celebrity's outfit
